FeatureCode,DateCode,Measurement,Units,Value,Population Group,Breastfeeding Data Collection Time
S12000035,2012/2013,Count,Babies,362,Breastfed,First Visit
S12000035,2012/2013,Count,Babies,290,Exclusively Breastfed,First Visit
S12000035,2012/2013,Count,Babies,270,Breastfed,6 To 8 Week Review
S12000035,2012/2013,Count,Babies,212,Exclusively Breastfed,6 To 8 Week Review
S12000036,2012/2013,Count,Babies,3792,Breastfed,First Visit
S12000036,2012/2013,Count,Babies,2722,Exclusively Breastfed,First Visit
S12000036,2012/2013,Count,Babies,3084,Breastfed,6 To 8 Week Review
S12000036,2012/2013,Count,Babies,2203,Exclusively Breastfed,6 To 8 Week Review
S12000038,2012/2013,Count,Babies,672,Breastfed,First Visit
S12000038,2012/2013,Count,Babies,452,Exclusively Breastfed,First Visit
S12000038,2012/2013,Count,Babies,485,Breastfed,6 To 8 Week Review
S12000038,2012/2013,Count,Babies,327,Exclusively Breastfed,6 To 8 Week Review
S12000039,2012/2013,Count,Babies,292,Breastfed,First Visit
S12000039,2012/2013,Count,Babies,209,Exclusively Breastfed,First Visit
S12000039,2012/2013,Count,Babies,190,Breastfed,6 To 8 Week Review
S12000039,2012/2013,Count,Babies,137,Exclusively Breastfed,6 To 8 Week Review
S12000040,2012/2013,Count,Babies,907,Breastfed,First Visit
S12000040,2012/2013,Count,Babies,719,Exclusively Breastfed,First Visit
S12000040,2012/2013,Count,Babies,675,Breastfed,6 To 8 Week Review
S12000040,2012/2013,Count,Babies,472,Exclusively Breastfed,6 To 8 Week Review
S12000041,2012/2013,Count,Babies,501,Breastfed,First Visit
S12000041,2012/2013,Count,Babies,419,Exclusively Breastfed,First Visit
S12000041,2012/2013,Count,Babies,392,Breastfed,6 To 8 Week Review
S12000041,2012/2013,Count,Babies,294,Exclusively Breastfed,6 To 8 Week Review
S12000042,2012/2013,Count,Babies,694,Breastfed,First Visit
S12000042,2012/2013,Count,Babies,545,Exclusively Breastfed,First Visit
S12000042,2012/2013,Count,Babies,497,Breastfed,6 To 8 Week Review
S12000042,2012/2013,Count,Babies,352,Exclusively Breastfed,6 To 8 Week Review
S12000045,2012/2013,Count,Babies,510,Breastfed,First Visit
S12000045,2012/2013,Count,Babies,371,Exclusively Breastfed,First Visit
S12000045,2012/2013,Count,Babies,377,Breastfed,6 To 8 Week Review
S12000045,2012/2013,Count,Babies,269,Exclusively Breastfed,6 To 8 Week Review
S12000047,2012/2013,Count,Babies,1723,Breastfed,First Visit
S12000047,2012/2013,Count,Babies,1349,Exclusively Breastfed,First Visit
S12000047,2012/2013,Count,Babies,1209,Breastfed,6 To 8 Week Review
S12000047,2012/2013,Count,Babies,880,Exclusively Breastfed,6 To 8 Week Review
S12000048,2012/2013,Count,Babies,719,Breastfed,First Visit
S12000048,2012/2013,Count,Babies,562,Exclusively Breastfed,First Visit
S12000048,2012/2013,Count,Babies,508,Breastfed,6 To 8 Week Review
S12000048,2012/2013,Count,Babies,375,Exclusively Breastfed,6 To 8 Week Review
S12000005,2013/2014,Count,Babies,165,Breastfed,First Visit
S12000005,2013/2014,Count,Babies,122,Exclusively Breastfed,First Visit
S12000005,2013/2014,Count,Babies,119,Breastfed,6 To 8 Week Review
S12000005,2013/2014,Count,Babies,96,Exclusively Breastfed,6 To 8 Week Review
S12000006,2013/2014,Count,Babies,548,Breastfed,First Visit
S12000006,2013/2014,Count,Babies,418,Exclusively Breastfed,First Visit
S12000006,2013/2014,Count,Babies,417,Breastfed,6 To 8 Week Review
S12000006,2013/2014,Count,Babies,294,Exclusively Breastfed,6 To 8 Week Review
S12000008,2013/2014,Count,Babies,413,Breastfed,First Visit
S12000008,2013/2014,Count,Babies,320,Exclusively Breastfed,First Visit
S12000008,2013/2014,Count,Babies,293,Breastfed,6 To 8 Week Review
S12000008,2013/2014,Count,Babies,214,Exclusively Breastfed,6 To 8 Week Review
S12000010,2013/2014,Count,Babies,595,Breastfed,First Visit
S12000010,2013/2014,Count,Babies,435,Exclusively Breastfed,First Visit
S12000010,2013/2014,Count,Babies,439,Breastfed,6 To 8 Week Review
S12000010,2013/2014,Count,Babies,305,Exclusively Breastfed,6 To 8 Week Review
S12000011,2013/2014,Count,Babies,507,Breastfed,First Visit
S12000011,2013/2014,Count,Babies,350,Exclusively Breastfed,First Visit
S12000011,2013/2014,Count,Babies,380,Breastfed,6 To 8 Week Review
S12000011,2013/2014,Count,Babies,270,Exclusively Breastfed,6 To 8 Week Review
S12000013,2013/2014,Count,Babies,119,Breastfed,First Visit
S12000013,2013/2014,Count,Babies,95,Exclusively Breastfed,First Visit
S12000013,2013/2014,Count,Babies,90,Breastfed,6 To 8 Week Review
S12000013,2013/2014,Count,Babies,72,Exclusively Breastfed,6 To 8 Week Review
S12000014,2013/2014,Count,Babies,605,Breastfed,First Visit
S12000014,2013/2014,Count,Babies,450,Exclusively Breastfed,First Visit
S12000014,2013/2014,Count,Babies,432,Breastfed,6 To 8 Week Review
S12000014,2013/2014,Count,Babies,322,Exclusively Breastfed,6 To 8 Week Review
S12000017,2013/2014,Count,Babies,1133,Breastfed,First Visit
S12000017,2013/2014,Count,Babies,897,Exclusively Breastfed,First Visit
S12000017,2013/2014,Count,Babies,793,Breastfed,6 To 8 Week Review
S12000017,2013/2014,Count,Babies,613,Exclusively Breastfed,6 To 8 Week Review
S12000018,2013/2014,Count,Babies,199,Breastfed,First Visit
S12000018,2013/2014,Count,Babies,138,Exclusively Breastfed,First Visit
S12000018,2013/2014,Count,Babies,144,Breastfed,6 To 8 Week Review
S12000018,2013/2014,Count,Babies,103,Exclusively Breastfed,6 To 8 Week Review
S12000019,2013/2014,Count,Babies,505,Breastfed,First Visit
S12000019,2013/2014,Count,Babies,341,Exclusively Breastfed,First Visit
S12000019,2013/2014,Count,Babies,342,Breastfed,6 To 8 Week Review
S12000019,2013/2014,Count,Babies,243,Exclusively Breastfed,6 To 8 Week Review
S12000020,2013/2014,Count,Babies,428,Breastfed,First Visit
S12000020,2013/2014,Count,Babies,356,Exclusively Breastfed,First Visit
S12000020,2013/2014,Count,Babies,325,Breastfed,6 To 8 Week Review
S12000020,2013/2014,Count,Babies,253,Exclusively Breastfed,6 To 8 Week Review
S12000021,2013/2014,Count,Babies,430,Breastfed,First Visit
S12000021,2013/2014,Count,Babies,328,Exclusively Breastfed,First Visit
S12000021,2013/2014,Count,Babies,289,Breastfed,6 To 8 Week Review
S12000021,2013/2014,Count,Babies,207,Exclusively Breastfed,6 To 8 Week Review
S12000023,2013/2014,Count,Babies,126,Breastfed,First Visit
S12000023,2013/2014,Count,Babies,105,Exclusively Breastfed,First Visit
S12000023,2013/2014,Count,Babies,102,Breastfed,6 To 8 Week Review
S12000023,2013/2014,Count,Babies,73,Exclusively Breastfed,6 To 8 Week Review
S12000026,2013/2014,Count,Babies,568,Breastfed,First Visit
S12000026,2013/2014,Count,Babies,431,Exclusively Breastfed,First Visit
S12000026,2013/2014,Count,Babies,434,Breastfed,6 To 8 Week Review
S12000026,2013/2014,Count,Babies,320,Exclusively Breastfed,6 To 8 Week Review
S12000027,2013/2014,Count,Babies,155,Breastfed,First Visit
S12000027,2013/2014,Count,Babies,122,Exclusively Breastfed,First Visit
S12000027,2013/2014,Count,Babies,129,Breastfed,6 To 8 Week Review
S12000027,2013/2014,Count,Babies,99,Exclusively Breastfed,6 To 8 Week Review
S12000028,2013/2014,Count,Babies,393,Breastfed,First Visit
S12000028,2013/2014,Count,Babies,309,Exclusively Breastfed,First Visit
S12000028,2013/2014,Count,Babies,283,Breastfed,6 To 8 Week Review
S12000028,2013/2014,Count,Babies,211,Exclusively Breastfed,6 To 8 Week Review
S12000029,2013/2014,Count,Babies,1096,Breastfed,First Visit
S12000029,2013/2014,Count,Babies,856,Exclusively Breastfed,First Visit
S12000029,2013/2014,Count,Babies,785,Breastfed,6 To 8 Week Review
S12000029,2013/2014,Count,Babies,560,Exclusively Breastfed,6 To 8 Week Review
S12000030,2013/2014,Count,Babies,392,Breastfed,First Visit
S12000030,2013/2014,Count,Babies,314,Exclusively Breastfed,First Visit
S12000030,2013/2014,Count,Babies,317,Breastfed,6 To 8 Week Review
S12000030,2013/2014,Count,Babies,236,Exclusively Breastfed,6 To 8 Week Review
S12000033,2013/2014,Count,Babies,1445,Breastfed,First Visit
S12000033,2013/2014,Count,Babies,1092,Exclusively Breastfed,First Visit
S12000033,2013/2014,Count,Babies,1117,Breastfed,6 To 8 Week Review
S12000033,2013/2014,Count,Babies,776,Exclusively Breastfed,6 To 8 Week Review
S12000034,2013/2014,Count,Babies,1584,Breastfed,First Visit
S12000034,2013/2014,Count,Babies,1251,Exclusively Breastfed,First Visit
S12000034,2013/2014,Count,Babies,1188,Breastfed,6 To 8 Week Review
S12000034,2013/2014,Count,Babies,905,Exclusively Breastfed,6 To 8 Week Review
S12000035,2013/2014,Count,Babies,363,Breastfed,First Visit
S12000035,2013/2014,Count,Babies,284,Exclusively Breastfed,First Visit
S12000035,2013/2014,Count,Babies,269,Breastfed,6 To 8 Week Review
S12000035,2013/2014,Count,Babies,212,Exclusively Breastfed,6 To 8 Week Review
S12000036,2013/2014,Count,Babies,3800,Breastfed,First Visit
S12000036,2013/2014,Count,Babies,2687,Exclusively Breastfed,First Visit
S12000036,2013/2014,Count,Babies,3107,Breastfed,6 To 8 Week Review
S12000036,2013/2014,Count,Babies,2191,Exclusively Breastfed,6 To 8 Week Review
S12000038,2013/2014,Count,Babies,658,Breastfed,First Visit
S12000038,2013/2014,Count,Babies,450,Exclusively Breastfed,First Visit
S12000038,2013/2014,Count,Babies,444,Breastfed,6 To 8 Week Review
S12000038,2013/2014,Count,Babies,314,Exclusively Breastfed,6 To 8 Week Review
S12000039,2013/2014,Count,Babies,286,Breastfed,First Visit
S12000039,2013/2014,Count,Babies,205,Exclusively Breastfed,First Visit
S12000039,2013/2014,Count,Babies,205,Breastfed,6 To 8 Week Review
S12000039,2013/2014,Count,Babies,150,Exclusively Breastfed,6 To 8 Week Review
S12000040,2013/2014,Count,Babies,942,Breastfed,First Visit
S12000040,2013/2014,Count,Babies,697,Exclusively Breastfed,First Visit
S12000040,2013/2014,Count,Babies,649,Breastfed,6 To 8 Week Review
S12000040,2013/2014,Count,Babies,471,Exclusively Breastfed,6 To 8 Week Review
S12000041,2013/2014,Count,Babies,515,Breastfed,First Visit
S12000041,2013/2014,Count,Babies,411,Exclusively Breastfed,First Visit
S12000041,2013/2014,Count,Babies,377,Breastfed,6 To 8 Week Review
S12000041,2013/2014,Count,Babies,288,Exclusively Breastfed,6 To 8 Week Review
S12000042,2013/2014,Count,Babies,629,Breastfed,First Visit
S12000042,2013/2014,Count,Babies,487,Exclusively Breastfed,First Visit
S12000042,2013/2014,Count,Babies,422,Breastfed,6 To 8 Week Review
S12000042,2013/2014,Count,Babies,292,Exclusively Breastfed,6 To 8 Week Review
S12000045,2013/2014,Count,Babies,499,Breastfed,First Visit
S12000045,2013/2014,Count,Babies,360,Exclusively Breastfed,First Visit
S12000045,2013/2014,Count,Babies,384,Breastfed,6 To 8 Week Review
S12000045,2013/2014,Count,Babies,284,Exclusively Breastfed,6 To 8 Week Review
S12000047,2013/2014,Count,Babies,1763,Breastfed,First Visit
S12000047,2013/2014,Count,Babies,1347,Exclusively Breastfed,First Visit
S12000047,2013/2014,Count,Babies,1299,Breastfed,6 To 8 Week Review
S12000047,2013/2014,Count,Babies,936,Exclusively Breastfed,6 To 8 Week Review
S12000048,2013/2014,Count,Babies,734,Breastfed,First Visit
S12000048,2013/2014,Count,Babies,558,Exclusively Breastfed,First Visit
S12000048,2013/2014,Count,Babies,561,Breastfed,6 To 8 Week Review
S12000048,2013/2014,Count,Babies,413,Exclusively Breastfed,6 To 8 Week Review
S12000005,2014/2015,Count,Babies,171,Breastfed,First Visit
S12000005,2014/2015,Count,Babies,137,Exclusively Breastfed,First Visit
S12000005,2014/2015,Count,Babies,147,Breastfed,6 To 8 Week Review
S12000005,2014/2015,Count,Babies,105,Exclusively Breastfed,6 To 8 Week Review
S12000006,2014/2015,Count,Babies,488,Breastfed,First Visit
S12000006,2014/2015,Count,Babies,379,Exclusively Breastfed,First Visit
S12000006,2014/2015,Count,Babies,391,Breastfed,6 To 8 Week Review
S12000006,2014/2015,Count,Babies,297,Exclusively Breastfed,6 To 8 Week Review
S12000008,2014/2015,Count,Babies,383,Breastfed,First Visit
S12000008,2014/2015,Count,Babies,285,Exclusively Breastfed,First Visit
S12000008,2014/2015,Count,Babies,259,Breastfed,6 To 8 Week Review
S12000008,2014/2015,Count,Babies,198,Exclusively Breastfed,6 To 8 Week Review
S12000010,2014/2015,Count,Babies,583,Breastfed,First Visit
S12000010,2014/2015,Count,Babies,427,Exclusively Breastfed,First Visit
S12000010,2014/2015,Count,Babies,435,Breastfed,6 To 8 Week Review
S12000010,2014/2015,Count,Babies,318,Exclusively Breastfed,6 To 8 Week Review
S12000011,2014/2015,Count,Babies,528,Breastfed,First Visit
S12000011,2014/2015,Count,Babies,374,Exclusively Breastfed,First Visit
S12000011,2014/2015,Count,Babies,422,Breastfed,6 To 8 Week Review
S12000011,2014/2015,Count,Babies,305,Exclusively Breastfed,6 To 8 Week Review
S12000013,2014/2015,Count,Babies,94,Breastfed,First Visit
S12000013,2014/2015,Count,Babies,77,Exclusively Breastfed,First Visit
S12000013,2014/2015,Count,Babies,80,Breastfed,6 To 8 Week Review
S12000013,2014/2015,Count,Babies,57,Exclusively Breastfed,6 To 8 Week Review
S12000014,2014/2015,Count,Babies,616,Breastfed,First Visit
S12000014,2014/2015,Count,Babies,442,Exclusively Breastfed,First Visit
S12000014,2014/2015,Count,Babies,454,Breastfed,6 To 8 Week Review
S12000014,2014/2015,Count,Babies,321,Exclusively Breastfed,6 To 8 Week Review
S12000017,2014/2015,Count,Babies,1136,Breastfed,First Visit
S12000017,2014/2015,Count,Babies,895,Exclusively Breastfed,First Visit
S12000017,2014/2015,Count,Babies,784,Breastfed,6 To 8 Week Review
S12000017,2014/2015,Count,Babies,596,Exclusively Breastfed,6 To 8 Week Review
S12000018,2014/2015,Count,Babies,205,Breastfed,First Visit
S12000018,2014/2015,Count,Babies,152,Exclusively Breastfed,First Visit
S12000018,2014/2015,Count,Babies,144,Breastfed,6 To 8 Week Review
S12000018,2014/2015,Count,Babies,104,Exclusively Breastfed,6 To 8 Week Review
S12000019,2014/2015,Count,Babies,521,Breastfed,First Visit
S12000019,2014/2015,Count,Babies,362,Exclusively Breastfed,First Visit
S12000019,2014/2015,Count,Babies,410,Breastfed,6 To 8 Week Review
S12000019,2014/2015,Count,Babies,286,Exclusively Breastfed,6 To 8 Week Review
S12000020,2014/2015,Count,Babies,418,Breastfed,First Visit
S12000020,2014/2015,Count,Babies,341,Exclusively Breastfed,First Visit
S12000020,2014/2015,Count,Babies,319,Breastfed,6 To 8 Week Review
S12000020,2014/2015,Count,Babies,247,Exclusively Breastfed,6 To 8 Week Review
S12000021,2014/2015,Count,Babies,440,Breastfed,First Visit
S12000021,2014/2015,Count,Babies,320,Exclusively Breastfed,First Visit
S12000021,2014/2015,Count,Babies,296,Breastfed,6 To 8 Week Review
S12000021,2014/2015,Count,Babies,218,Exclusively Breastfed,6 To 8 Week Review
S12000023,2014/2015,Count,Babies,110,Breastfed,First Visit
S12000023,2014/2015,Count,Babies,94,Exclusively Breastfed,First Visit
S12000023,2014/2015,Count,Babies,91,Breastfed,6 To 8 Week Review
S12000023,2014/2015,Count,Babies,79,Exclusively Breastfed,6 To 8 Week Review
S12000026,2014/2015,Count,Babies,499,Breastfed,First Visit
S12000026,2014/2015,Count,Babies,403,Exclusively Breastfed,First Visit
S12000026,2014/2015,Count,Babies,441,Breastfed,6 To 8 Week Review
S12000026,2014/2015,Count,Babies,336,Exclusively Breastfed,6 To 8 Week Review
S12000027,2014/2015,Count,Babies,177,Breastfed,First Visit
S12000027,2014/2015,Count,Babies,149,Exclusively Breastfed,First Visit
S12000027,2014/2015,Count,Babies,146,Breastfed,6 To 8 Week Review
S12000027,2014/2015,Count,Babies,123,Exclusively Breastfed,6 To 8 Week Review
S12000028,2014/2015,Count,Babies,390,Breastfed,First Visit
S12000028,2014/2015,Count,Babies,304,Exclusively Breastfed,First Visit
S12000028,2014/2015,Count,Babies,289,Breastfed,6 To 8 Week Review
S12000028,2014/2015,Count,Babies,219,Exclusively Breastfed,6 To 8 Week Review
S12000029,2014/2015,Count,Babies,1170,Breastfed,First Visit
S12000029,2014/2015,Count,Babies,879,Exclusively Breastfed,First Visit
S12000029,2014/2015,Count,Babies,804,Breastfed,6 To 8 Week Review
S12000029,2014/2015,Count,Babies,578,Exclusively Breastfed,6 To 8 Week Review
S12000030,2014/2015,Count,Babies,411,Breastfed,First Visit
S12000030,2014/2015,Count,Babies,303,Exclusively Breastfed,First Visit
S12000030,2014/2015,Count,Babies,328,Breastfed,6 To 8 Week Review
S12000030,2014/2015,Count,Babies,263,Exclusively Breastfed,6 To 8 Week Review
S12000033,2014/2015,Count,Babies,1469,Breastfed,First Visit
S12000033,2014/2015,Count,Babies,1048,Exclusively Breastfed,First Visit
S12000033,2014/2015,Count,Babies,1141,Breastfed,6 To 8 Week Review
S12000033,2014/2015,Count,Babies,800,Exclusively Breastfed,6 To 8 Week Review
S12000034,2014/2015,Count,Babies,1601,Breastfed,First Visit
S12000034,2014/2015,Count,Babies,1207,Exclusively Breastfed,First Visit
S12000034,2014/2015,Count,Babies,1177,Breastfed,6 To 8 Week Review
S12000034,2014/2015,Count,Babies,888,Exclusively Breastfed,6 To 8 Week Review
S12000035,2014/2015,Count,Babies,321,Breastfed,First Visit
S12000035,2014/2015,Count,Babies,241,Exclusively Breastfed,First Visit
S12000035,2014/2015,Count,Babies,260,Breastfed,6 To 8 Week Review
S12000035,2014/2015,Count,Babies,197,Exclusively Breastfed,6 To 8 Week Review
S12000036,2014/2015,Count,Babies,3820,Breastfed,First Visit
S12000036,2014/2015,Count,Babies,2653,Exclusively Breastfed,First Visit
S12000036,2014/2015,Count,Babies,3175,Breastfed,6 To 8 Week Review
S12000036,2014/2015,Count,Babies,2210,Exclusively Breastfed,6 To 8 Week Review
S12000038,2014/2015,Count,Babies,653,Breastfed,First Visit
S12000038,2014/2015,Count,Babies,436,Exclusively Breastfed,First Visit
S12000038,2014/2015,Count,Babies,481,Breastfed,6 To 8 Week Review
S12000038,2014/2015,Count,Babies,331,Exclusively Breastfed,6 To 8 Week Review
S12000039,2014/2015,Count,Babies,281,Breastfed,First Visit
S12000039,2014/2015,Count,Babies,195,Exclusively Breastfed,First Visit
S12000039,2014/2015,Count,Babies,181,Breastfed,6 To 8 Week Review
S12000039,2014/2015,Count,Babies,123,Exclusively Breastfed,6 To 8 Week Review
S12000040,2014/2015,Count,Babies,913,Breastfed,First Visit
S12000040,2014/2015,Count,Babies,681,Exclusively Breastfed,First Visit
S12000040,2014/2015,Count,Babies,644,Breastfed,6 To 8 Week Review
S12000040,2014/2015,Count,Babies,465,Exclusively Breastfed,6 To 8 Week Review
S12000041,2014/2015,Count,Babies,517,Breastfed,First Visit
S12000041,2014/2015,Count,Babies,406,Exclusively Breastfed,First Visit
S12000041,2014/2015,Count,Babies,358,Breastfed,6 To 8 Week Review
S12000041,2014/2015,Count,Babies,271,Exclusively Breastfed,6 To 8 Week Review
S12000042,2014/2015,Count,Babies,712,Breastfed,First Visit
S12000042,2014/2015,Count,Babies,533,Exclusively Breastfed,First Visit
S12000042,2014/2015,Count,Babies,528,Breastfed,6 To 8 Week Review
S12000042,2014/2015,Count,Babies,364,Exclusively Breastfed,6 To 8 Week Review
S12000045,2014/2015,Count,Babies,549,Breastfed,First Visit
S12000045,2014/2015,Count,Babies,395,Exclusively Breastfed,First Visit
S12000045,2014/2015,Count,Babies,419,Breastfed,6 To 8 Week Review
S12000045,2014/2015,Count,Babies,311,Exclusively Breastfed,6 To 8 Week Review
S12000047,2014/2015,Count,Babies,1623,Breastfed,First Visit
S12000047,2014/2015,Count,Babies,1249,Exclusively Breastfed,First Visit
S12000047,2014/2015,Count,Babies,1200,Breastfed,6 To 8 Week Review
S12000047,2014/2015,Count,Babies,860,Exclusively Breastfed,6 To 8 Week Review
S12000048,2014/2015,Count,Babies,754,Breastfed,First Visit
S12000048,2014/2015,Count,Babies,591,Exclusively Breastfed,First Visit
S12000048,2014/2015,Count,Babies,565,Breastfed,6 To 8 Week Review
S12000048,2014/2015,Count,Babies,433,Exclusively Breastfed,6 To 8 Week Review
S12000005,2015/2016,Count,Babies,169,Breastfed,First Visit
S12000005,2015/2016,Count,Babies,136,Exclusively Breastfed,First Visit
S12000005,2015/2016,Count,Babies,125,Breastfed,6 To 8 Week Review
S12000005,2015/2016,Count,Babies,97,Exclusively Breastfed,6 To 8 Week Review
S12000006,2015/2016,Count,Babies,496,Breastfed,First Visit
S12000006,2015/2016,Count,Babies,374,Exclusively Breastfed,First Visit
S12000006,2015/2016,Count,Babies,387,Breastfed,6 To 8 Week Review
S12000006,2015/2016,Count,Babies,281,Exclusively Breastfed,6 To 8 Week Review
S12000008,2015/2016,Count,Babies,393,Breastfed,First Visit
S12000008,2015/2016,Count,Babies,276,Exclusively Breastfed,First Visit
S12000008,2015/2016,Count,Babies,256,Breastfed,6 To 8 Week Review
S12000008,2015/2016,Count,Babies,182,Exclusively Breastfed,6 To 8 Week Review
S12000010,2015/2016,Count,Babies,610,Breastfed,First Visit
S12000010,2015/2016,Count,Babies,467,Exclusively Breastfed,First Visit
S12000010,2015/2016,Count,Babies,455,Breastfed,6 To 8 Week Review
S12000010,2015/2016,Count,Babies,346,Exclusively Breastfed,6 To 8 Week Review
S12000011,2015/2016,Count,Babies,544,Breastfed,First Visit
S12000011,2015/2016,Count,Babies,405,Exclusively Breastfed,First Visit
S12000011,2015/2016,Count,Babies,421,Breastfed,6 To 8 Week Review
S12000011,2015/2016,Count,Babies,335,Exclusively Breastfed,6 To 8 Week Review
S12000013,2015/2016,Count,Babies,99,Breastfed,First Visit
S12000013,2015/2016,Count,Babies,84,Exclusively Breastfed,First Visit
S12000013,2015/2016,Count,Babies,86,Breastfed,6 To 8 Week Review
S12000013,2015/2016,Count,Babies,66,Exclusively Breastfed,6 To 8 Week Review
S12000014,2015/2016,Count,Babies,616,Breastfed,First Visit
S12000014,2015/2016,Count,Babies,443,Exclusively Breastfed,First Visit
S12000014,2015/2016,Count,Babies,447,Breastfed,6 To 8 Week Review
S12000014,2015/2016,Count,Babies,306,Exclusively Breastfed,6 To 8 Week Review
S12000017,2015/2016,Count,Babies,1115,Breastfed,First Visit
S12000017,2015/2016,Count,Babies,855,Exclusively Breastfed,First Visit
S12000017,2015/2016,Count,Babies,793,Breastfed,6 To 8 Week Review
S12000017,2015/2016,Count,Babies,592,Exclusively Breastfed,6 To 8 Week Review
S12000018,2015/2016,Count,Babies,208,Breastfed,First Visit
S12000018,2015/2016,Count,Babies,134,Exclusively Breastfed,First Visit
S12000018,2015/2016,Count,Babies,141,Breastfed,6 To 8 Week Review
S12000018,2015/2016,Count,Babies,95,Exclusively Breastfed,6 To 8 Week Review
S12000019,2015/2016,Count,Babies,568,Breastfed,First Visit
S12000019,2015/2016,Count,Babies,386,Exclusively Breastfed,First Visit
S12000019,2015/2016,Count,Babies,380,Breastfed,6 To 8 Week Review
S12000019,2015/2016,Count,Babies,267,Exclusively Breastfed,6 To 8 Week Review
S12000020,2015/2016,Count,Babies,467,Breastfed,First Visit
S12000020,2015/2016,Count,Babies,377,Exclusively Breastfed,First Visit
S12000020,2015/2016,Count,Babies,323,Breastfed,6 To 8 Week Review
S12000020,2015/2016,Count,Babies,255,Exclusively Breastfed,6 To 8 Week Review
S12000021,2015/2016,Count,Babies,396,Breastfed,First Visit
S12000021,2015/2016,Count,Babies,286,Exclusively Breastfed,First Visit
S12000021,2015/2016,Count,Babies,254,Breastfed,6 To 8 Week Review
S12000021,2015/2016,Count,Babies,182,Exclusively Breastfed,6 To 8 Week Review
S12000023,2015/2016,Count,Babies,110,Breastfed,First Visit
S12000023,2015/2016,Count,Babies,89,Exclusively Breastfed,First Visit
S12000023,2015/2016,Count,Babies,83,Breastfed,6 To 8 Week Review
S12000023,2015/2016,Count,Babies,69,Exclusively Breastfed,6 To 8 Week Review
S12000026,2015/2016,Count,Babies,490,Breastfed,First Visit
S12000026,2015/2016,Count,Babies,378,Exclusively Breastfed,First Visit
S12000026,2015/2016,Count,Babies,408,Breastfed,6 To 8 Week Review
S12000026,2015/2016,Count,Babies,317,Exclusively Breastfed,6 To 8 Week Review
S12000027,2015/2016,Count,Babies,159,Breastfed,First Visit
S12000027,2015/2016,Count,Babies,125,Exclusively Breastfed,First Visit
S12000027,2015/2016,Count,Babies,132,Breastfed,6 To 8 Week Review
S12000027,2015/2016,Count,Babies,105,Exclusively Breastfed,6 To 8 Week Review
S12000028,2015/2016,Count,Babies,402,Breastfed,First Visit
S12000028,2015/2016,Count,Babies,284,Exclusively Breastfed,First Visit
S12000028,2015/2016,Count,Babies,281,Breastfed,6 To 8 Week Review
S12000028,2015/2016,Count,Babies,193,Exclusively Breastfed,6 To 8 Week Review
S12000029,2015/2016,Count,Babies,1109,Breastfed,First Visit
S12000029,2015/2016,Count,Babies,810,Exclusively Breastfed,First Visit
S12000029,2015/2016,Count,Babies,759,Breastfed,6 To 8 Week Review
S12000029,2015/2016,Count,Babies,546,Exclusively Breastfed,6 To 8 Week Review
S12000030,2015/2016,Count,Babies,405,Breastfed,First Visit
S12000030,2015/2016,Count,Babies,323,Exclusively Breastfed,First Visit
S12000030,2015/2016,Count,Babies,337,Breastfed,6 To 8 Week Review
S12000030,2015/2016,Count,Babies,270,Exclusively Breastfed,6 To 8 Week Review
S12000033,2015/2016,Count,Babies,1414,Breastfed,First Visit
S12000033,2015/2016,Count,Babies,996,Exclusively Breastfed,First Visit
S12000033,2015/2016,Count,Babies,1083,Breastfed,6 To 8 Week Review
S12000033,2015/2016,Count,Babies,753,Exclusively Breastfed,6 To 8 Week Review
S12000034,2015/2016,Count,Babies,1662,Breastfed,First Visit
S12000034,2015/2016,Count,Babies,1263,Exclusively Breastfed,First Visit
S12000034,2015/2016,Count,Babies,1236,Breastfed,6 To 8 Week Review
S12000034,2015/2016,Count,Babies,917,Exclusively Breastfed,6 To 8 Week Review
S12000035,2015/2016,Count,Babies,338,Breastfed,First Visit
S12000035,2015/2016,Count,Babies,260,Exclusively Breastfed,First Visit
S12000035,2015/2016,Count,Babies,269,Breastfed,6 To 8 Week Review
S12000035,2015/2016,Count,Babies,206,Exclusively Breastfed,6 To 8 Week Review
S12000036,2015/2016,Count,Babies,3707,Breastfed,First Visit
S12000036,2015/2016,Count,Babies,2621,Exclusively Breastfed,First Visit
S12000036,2015/2016,Count,Babies,3032,Breastfed,6 To 8 Week Review
S12000036,2015/2016,Count,Babies,2151,Exclusively Breastfed,6 To 8 Week Review
S12000038,2015/2016,Count,Babies,688,Breastfed,First Visit
S12000038,2015/2016,Count,Babies,463,Exclusively Breastfed,First Visit
S12000038,2015/2016,Count,Babies,467,Breastfed,6 To 8 Week Review
S12000038,2015/2016,Count,Babies,325,Exclusively Breastfed,6 To 8 Week Review
S12000039,2015/2016,Count,Babies,301,Breastfed,First Visit
S12000039,2015/2016,Count,Babies,218,Exclusively Breastfed,First Visit
S12000039,2015/2016,Count,Babies,181,Breastfed,6 To 8 Week Review
S12000039,2015/2016,Count,Babies,129,Exclusively Breastfed,6 To 8 Week Review
S12000040,2015/2016,Count,Babies,938,Breastfed,First Visit
S12000040,2015/2016,Count,Babies,681,Exclusively Breastfed,First Visit
S12000040,2015/2016,Count,Babies,679,Breastfed,6 To 8 Week Review
S12000040,2015/2016,Count,Babies,466,Exclusively Breastfed,6 To 8 Week Review
S12000041,2015/2016,Count,Babies,517,Breastfed,First Visit
